bug_number,reporter_person_key,reported_date_key,reported_dt,subject,thread_message_cnt,thread_size_window,is_acted_upon,outcome,linked_via,first_commit_dt,days_to_commit,days_to_commit_window,earliest_ship_release_dt
17337,cee19fae20ab77c9eb78abcd00525663,20211214,2021-12-14,"BUG #17337: Segmentation fault on updating row with ltree GIST index",2,2: 2-3 messages,false,no linked commit,,,,,2022-02-10
17338,6855b3509eaa77a9583a30035cc3d859,20211216,2021-12-16,"BUG #17338: pgaudit ddl audit logging show clear text password when create user mapping",1,1: no replies,false,no linked commit,,,,,2022-02-10
17339,8d353a4c5a84c5049abfc94b13c17ae1,20211219,2021-12-19,"BUG #17339: Assert failed on attempt to detach a sequence concurrently",7,3: 4-10 messages,true,linked to a fix commit,discussion_link,2021-12-22,3,2: within a week,2022-02-10
17340,8ed316a8c60362d4d311027061f449e7,20211220,2021-12-20,"BUG #17340: Unnest discards rows with empty or null arrays",5,3: 4-10 messages,false,no linked commit,,,,,2022-02-10
17341,3f913df07ee0996c74584774e3513f4d,20211221,2021-12-21,"BUG #17341: The comment of the source code is not correct",2,2: 2-3 messages,true,linked to a fix commit,discussion_link,2021-12-22,1,1: same/next day,2022-02-10
17342,9318269761ddca45497892dca0925a91,20211221,2021-12-21,"BUG #17342: pg_restore with jobs > 1 errors out : a worker process died unexpectedly",3,2: 2-3 messages,false,no linked commit,,,,,2022-02-10
17343,50656079d551979bcf72ea2c53013c70,20211224,2021-12-24,"BUG #17343: ! at end of password for psql throws error",2,2: 2-3 messages,false,no linked commit,,,,,2022-02-10
17344,8d353a4c5a84c5049abfc94b13c17ae1,20211225,2021-12-25,"BUG #17344: Assert failed on queiring async_capable foreign table with inheritance",12,4: 11+ messages,true,linked to a fix commit,both,2022-01-27,33,4: within 6 months,2022-02-10
17345,84b4e97c46d649afb77d81fbf3ed4e03,20211227,2021-12-27,"BUG #17345: pg_basebackup stucked for 2 hours before timeout",2,2: 2-3 messages,false,no linked commit,,,,,2022-02-10
17346,96600f3a2fb6b20ee6e9e74e39ccd4b2,20211227,2021-12-27,"BUG #17346: pg_upgrade fails with role granted by other role",7,3: 4-10 messages,true,linked to a fix commit,discussion_link,2021-12-30,3,2: within a week,2022-02-10
17347,3763d8f9d2cff98c11113e996305418f,20211228,2021-12-28,"BUG #17347: pg_upgrade: analyze_new_cluster script analyzes wrong cluster",4,3: 4-10 messages,false,no linked commit,,,,,2022-02-10
17348,9608f02e21cbfe4232b490315b2fc122,20211228,2021-12-28,"BUG #17348: Can never install pgsql on Ubuntu",10,3: 4-10 messages,false,no linked commit,,,,,2022-02-10
17349,1e14f484ce1d40b4a25150959b32afb3,20211228,2021-12-28,"BUG #17349: Function gen_random_uuid duplicates in pgcrypto and core",8,3: 4-10 messages,true,linked to a fix commit,discussion_link,2022-09-01,247,5: longer,2022-02-10
17350,d6bd185f511cfad77b1bda022ff348b8,20211230,2021-12-30,"BUG #17350: GIST TRGM Index is broken when combining with combining INCLUDE with a string function (e.g. lower).",2,2: 2-3 messages,true,linked to a fix commit,both,2022-01-01,2,2: within a week,2022-02-10
17351,8d353a4c5a84c5049abfc94b13c17ae1,20220101,2022-01-01,"BUG #17351: Altering a composite type created for a partitioned table can lead to a crash",3,2: 2-3 messages,true,linked to a fix commit,both,2022-01-06,5,2: within a week,2022-02-10
17352,0a6f0b6165d47e495e8ae6f7ac62ab04,20220103,2022-01-03,"BUG #17352: Column CHECK regex error",3,2: 2-3 messages,false,no linked commit,,,,,2022-02-10
17354,48db6cebd46937539678c3a492d0a9cd,20220104,2022-01-04,"BUG #17354: pg_hba_file_rules always shows verify-ca when auth_method=cert",2,2: 2-3 messages,true,linked to a fix commit,bug_ref,2022-01-26,22,3: within a month,2022-02-10
17355,8d353a4c5a84c5049abfc94b13c17ae1,20220106,2022-01-06,"BUG #17355: Server crashes on ExecReScanForeignScan in postgres_fdw when accessing foreign partition",21,4: 11+ messages,true,linked to a fix commit,both,2022-02-03,28,3: within a month,2022-02-10
17356,d05c23b5bd3224fd802a6d8f2d4b6b3c,20220106,2022-01-06,"BUG #17356: hunspell-hu dictionary processing error",1,1: no replies,false,no linked commit,,,,,2022-02-10
17357,ee77e5e92a25c304c79dbf81b28924d5,20220107,2022-01-07,"BUG #17357: When working with the window_function, the Where Clause does not work properly!",2,2: 2-3 messages,false,no linked commit,,,,,2022-02-10
17358,affadb20b3bd612d9e4813765f36d667,20220107,2022-01-07,"BUG #17358: While using --with-uuid=bsd option, uuid_ossp test fails on NetBSD 9.2",13,4: 11+ messages,true,linked to a fix commit,discussion_link,2022-09-09,245,5: longer,2022-02-10
17360,f58a16af659fcf0aa801d76aefe37784,20220110,2022-01-10,"BUG #17360: array_to_string should be immutable instead of stable",7,3: 4-10 messages,false,no linked commit,,,,,2022-02-10
17361,f74ef4803a5efcb963e551adc78df7ad,20220110,2022-01-10,"BUG #17361: Unique index constraint inconsistence",4,3: 4-10 messages,false,no linked commit,,,,,2022-02-10
17362,f2fb5c0a7315943d13a6c251d84cb7c1,20220111,2022-01-11,"BUG #17362: Error ""could not find block containing chunk"" when using index with icu collation on CentOS 7",8,3: 4-10 messages,false,no linked commit,,,,,2022-02-10
17363,1744b15862933e61cce5d05090f86547,20220111,2022-01-11,"BUG #17363: 14 regression: ""could not identify a hash function for type record"" in a nested record in sublink",3,2: 2-3 messages,true,linked to a fix commit,both,2022-01-16,5,2: within a week,2022-02-10
17364,739dcbc509154aa80afad7c832dd1790,20220112,2022-01-12,"BUG #17364: Errors caused by views",2,2: 2-3 messages,false,no linked commit,,,,,2022-02-10
17365,efc29db868e023019d58020b6ef3b501,20220113,2022-01-13,"BUG #17365: Error: redefinition of 'stat' in win32_port.h when including postgres.h",7,3: 4-10 messages,false,no linked commit,,,,,2022-02-10
17366,fbdc7815a3ebf430b893973a539fe9d0,20220114,2022-01-14,"BUG #17366: Error result returned in timestamp2timestamptz, expected to be off by one hour",3,2: 2-3 messages,false,no linked commit,,,,,2022-02-10
17368,8d353a4c5a84c5049abfc94b13c17ae1,20220115,2022-01-15,"BUG #17368: Assert failed in GetSafeSnapshot() for SERIALIZABLE READ ONLY DEFERRABLE transaction",12,4: 11+ messages,true,linked to a fix commit,bug_ref,2023-03-09,418,5: longer,2022-02-10
17369,6cc58baafaf6746e56260d9e384b1b4b,20220118,2022-01-18,"BUG #17369: tmp files didn't deleted after oom killer killed process",2,2: 2-3 messages,false,no linked commit,,,,,2022-02-10
17370,40cfb916bdb4270361d3436cf67e1b93,20220119,2022-01-19,"BUG #17370: shmem lost on segfault",4,3: 4-10 messages,false,no linked commit,,,,,2022-02-10
17371,1fcc08b24a039578f161572d98015559,20220119,2022-01-19,"BUG #17371: Immutable INTERVAL to TEXT cast can cause incorrect query results",2,2: 2-3 messages,true,linked to a fix commit,both,2022-01-19,0,1: same/next day,2022-02-10
17372,8d353a4c5a84c5049abfc94b13c17ae1,20220120,2022-01-20,"BUG #17372: Altering statistics during concurrent drop can lead to a server crash",3,2: 2-3 messages,true,linked to a fix commit,discussion_link,2022-01-23,3,2: within a week,2022-02-10
17373,9fd8cc0a5291889f3ff9f384b5032d92,20220120,2022-01-20,"BUG #17373: Missing rhel-8.3-x86_64 yum repository dir for postgresql 14",2,2: 2-3 messages,false,no linked commit,,,,,2022-02-10
17374,d06b0158dc23288dd6baa65ee3ee5860,20220120,2022-01-20,"BUG #17374: Bug in restore",2,2: 2-3 messages,false,no linked commit,,,,,2022-02-10
17375,89d7c27e0dec26e8bba6515a908725b1,20220120,2022-01-20,"BUG #17375: RECOVERY TARGET TIME RESTORE IS FAILING TO START SERVER",8,3: 4-10 messages,false,no linked commit,,,,,2022-02-10
17376,bd685bd6bcca02b4d01825b1c3a18644,20220121,2022-01-21,"BUG #17376: Adding unique column with a function() default results in ""could not read block 0 in file"" error",6,3: 4-10 messages,false,no linked commit,,,,,2022-02-10
17377,6855b3509eaa77a9583a30035cc3d859,20220122,2022-01-22,"BUG #17377: only superusers can query or manipulate replication origins",2,2: 2-3 messages,false,no linked commit,,,,,2022-02-10
17378,b9d6feb25f863d3c97eaaae81573163f,20220123,2022-01-23,"BUG #17378: WRONG VALUE ON - A.2. Time Zones",2,2: 2-3 messages,false,no linked commit,,,,,2022-02-10
17379,eb7c00ba104013426c559b3d2d838199,20220124,2022-01-24,"BUG #17379: Cannot issue multi-command statements using a replication connection",3,2: 2-3 messages,true,linked to a fix commit,both,2022-01-24,0,1: same/next day,2022-02-10
17381,e48cad7b90c04a336e29345fbe56fc2f,20220125,2022-01-25,"BUG #17381: psql: error: connection to server on socket ""/var/run/postgresql/.s.PGSQL.5432"" After installing",2,2: 2-3 messages,false,no linked commit,,,,,2022-02-10
17382,da361360496d08358f5bbaa0ae859c5a,20220126,2022-01-26,"BUG #17382: When vacuum full or vacuumdb - F is executed, a large number of empty files will be generated in the",5,3: 4-10 messages,false,no linked commit,,,,,2022-02-10
17384,ce7d237263f97567b8e21bc8784609b3,20220127,2022-01-27,"BUG #17384: ERROR: missing chunk number 0 for toast value 152073604 in pg_toast_2619",4,3: 4-10 messages,false,no linked commit,,,,,2022-02-10
17385,96600f3a2fb6b20ee6e9e74e39ccd4b2,20220128,2022-01-28,"BUG #17385: ""RESET transaction_isolation"" inside serializable transaction causes Assert at the transaction end",44,4: 11+ messages,true,linked to a fix commit,both,2022-09-27,242,5: longer,2022-02-10
17386,5bd73b780ffdfc39395663a82e653c99,20220128,2022-01-28,"BUG #17386: btree index corruption after reindex concurrently on write heavy table",9,3: 4-10 messages,false,no linked commit,,,,,2022-02-10
17387,26e1965a9b31c3d0ed3aabecb27e57be,20220128,2022-01-28,"BUG #17387: Working in PG13 but not in PGH14: array_agg(RECORD)",7,3: 4-10 messages,true,linked to a fix commit,both,2022-01-29,1,1: same/next day,2022-02-10
17388,87661a3314526ee3b4b467e49761e7cd,20220131,2022-01-31,"BUG #17388: postgis cant be installed on postgres 11 and centos 7",3,2: 2-3 messages,false,no linked commit,,,,,2022-02-10
17389,34ab53b070c17a5895965a0290a2999b,20220131,2022-01-31,"BUG #17389: pg_repack creates race conditions on streaming replicas",5,3: 4-10 messages,false,no linked commit,,,,,2022-02-10
17390,2143090d49eddf4f263c197b42b575d9,20220201,2022-02-01,"BUG #17390: Function, to_date() -- unexpected values and a request",4,3: 4-10 messages,false,no linked commit,,,,,2022-02-10
17391,affadb20b3bd612d9e4813765f36d667,20220202,2022-02-02,"BUG #17391: While using --with-ssl=openssl and PG_TEST_EXTRA='ssl' options, SSL tests fail on OpenBSD 7.0",44,4: 11+ messages,true,linked to a fix commit,both,2022-02-10,8,3: within a month,2022-02-10
17392,92ce4f83bd6ffb63a58dd9a8a3d32e4f,20220203,2022-02-03,"BUG #17392: archiver process exited with exit code 2 was unexpectedly cause for immediate shutdown request",5,3: 4-10 messages,false,no linked commit,,,,,2022-02-10
17393,af0ded2eb94e2df045aa3a62381d4d9e,20220203,2022-02-03,"BUG #17393: Delete database after recovery with point-in-time is still missing datafiles",8,3: 4-10 messages,false,no linked commit,,,,,2022-02-10
17394,1cd5df1be2ac8c042a5fad9b23821f44,20220203,2022-02-03,"BUG #17394: pg_dump: query returned 0 rows instead of one:",5,3: 4-10 messages,false,no linked commit,,,,,2022-02-10
17395,8d353a4c5a84c5049abfc94b13c17ae1,20220205,2022-02-05,"BUG #17395: Assert failed on merge join when foreign range partition contains out-of-range value",2,2: 2-3 messages,true,linked to a fix commit,both,2022-02-05,0,1: same/next day,2022-02-10
17396,609a0dd050736c8bca60544e2e301d55,20220207,2022-02-07,"BUG #17396: Missing pckages to instal Patroni",1,1: no replies,false,no linked commit,,,,,2022-05-12
17398,1fcc08b24a039578f161572d98015559,20220207,2022-02-07,"BUG #17398: Casts from BYTEA to TEXT and FLOAT4/8 to TEXT should not be immutable",1,1: no replies,false,no linked commit,,,,,2022-05-12
17399,49709b3e9cb441943045bb2332c8fb74,20220208,2022-02-08,"BUG #17399: Dead tuple number stats not updated on long running queries",6,3: 4-10 messages,false,no linked commit,,,,,2022-05-12
17401,34ab53b070c17a5895965a0290a2999b,20220208,2022-02-08,"BUG #17401: REINDEX TABLE CONCURRENTLY creates a race condition on a streaming replica",25,4: 11+ messages,false,no linked commit,,,,,2022-05-12
17402,d35c82f58e4dad8663c22bec5a65f0bd,20220210,2022-02-10,"BUG #17402: RPM packages are not signed",1,1: no replies,false,no linked commit,,,,,2022-05-12
17403,58d4918c0c73efa50116e0be27c93332,20220210,2022-02-10,"BUG #17403: Package postgresql13-13.6-1PGDG.rhel7.x86_64.rpm is not signed",1,1: no replies,false,no linked commit,,,,,2022-05-12
17404,5d6e6e860bc884b0a83bb722ae4be974,20220215,2022-02-15,"BUG #17404: CREATE OR REPLACE VIEW does not properly change the COLLATION of an existing field.",4,3: 4-10 messages,true,linked to a fix commit,both,2022-02-15,0,1: same/next day,2022-05-12
17405,ca9321a8860cc37aad0f14ea6337ce24,20220215,2022-02-15,"BUG #17405: Minor upgrade from 12.9 to 12.10 works fine, but PSQL version shows ""12.9""",5,3: 4-10 messages,false,no linked commit,,,,,2022-05-12
17406,cbdcde7a4746712714dea3f867dd890b,20220215,2022-02-15,"BUG #17406: Segmentation fault on GiST index after 14.2 upgrade",15,4: 11+ messages,true,linked to a fix commit,discussion_link,2022-03-16,29,3: within a month,2022-05-12
17407,8c89e7bfe1d48717fabfe6d21821a8c5,20220216,2022-02-16,"BUG #17407: trim trims more than expected",3,2: 2-3 messages,false,no linked commit,,,,,2022-05-12
17408,ec725428554bfab9be9812e2cc604897,20220216,2022-02-16,"BUG #17408: Duplicate aliases silently fail",5,3: 4-10 messages,false,no linked commit,,,,,2022-05-12
17409,e0aa67ead722fd0c001d1d346b006614,20220216,2022-02-16,"BUG #17409: Unable to alter data type of clustered column which is referenced by foreign key",16,4: 11+ messages,true,linked to a fix commit,both,2022-03-11,23,3: within a month,2022-05-12
17410,a2fb59aa3519768636e7aaceec87bb6e,20220218,2022-02-18,"BUG #17410: After upgrade to postgresql 12.9 from 12.6 , some of the statements having ”=” operator not returnin",3,2: 2-3 messages,false,no linked commit,,,,,2022-05-12
17412,5187a8d44bb2e75b1fcc69a431d35b22,20220221,2022-02-21,"BUG #17412: CREATE INDEX on a partitioned table doesn't recognize existing partial indexes on partitions",1,1: no replies,false,no linked commit,,,,,2022-05-12
17413,6b7d6b8e140611597c83fe0196959b14,20220222,2022-02-22,"BUG #17413: update of partitioned table via postgres_fdw updates to much rows",4,3: 4-10 messages,false,no linked commit,,,,,2022-05-12
17414,cec4e71bd605b8ce6243a8651cab24dd,20220223,2022-02-23,"BUG #17414: install failed",1,1: no replies,false,no linked commit,,,,,2022-05-12
17415,152e067a651adda30ff9626cb41c5f6f,20220223,2022-02-23,"BUG #17415: Unable to use underscore as first character in set_config custom parameter",3,2: 2-3 messages,true,linked to a fix commit,both,2022-02-23,0,1: same/next day,2022-05-12
17416,8d353a4c5a84c5049abfc94b13c17ae1,20220223,2022-02-23,"BUG #17416: Server crashes due to python3 stack overflow on executing multiple plpy.rollback() calls",2,2: 2-3 messages,true,linked to a fix commit,discussion_link,2022-02-28,5,2: within a week,2022-05-12
17421,aade41bb57a38df16d1178e6f65ff521,20220227,2022-02-27,"BUG #17421: Core dump in ECPGdo() when calling PostgreSQL API from 32-bit client for RHEL8",10,3: 4-10 messages,true,linked to a fix commit,both,2022-06-06,99,4: within 6 months,2022-05-12
17422,ebf184b980d50ea26b4f72ce415d43da,20220301,2022-03-01,"BUG #17422: Memory leak",2,2: 2-3 messages,false,no linked commit,,,,,2022-05-12
17424,e97d3835b8e9d1f7517b01a455cefecb,20220302,2022-03-02,"BUG #17424: Build failed on disabled GNUC in Clang environment CFLAGS= -O2 -fgnuc-version=0",2,2: 2-3 messages,false,no linked commit,,,,,2022-05-12
17425,a9844bc867b0a6af467b546ecd38a2c5,20220304,2022-03-04,"BUG #17425: Postgres service does not start if path to data folder ends with backslash.",1,1: no replies,false,no linked commit,,,,,2022-05-12
17427,c6ad73cb85d7fca087a91e5d27824114,20220306,2022-03-06,"BUG #17427: ERROR: cannot cast type bytea to bigint",2,2: 2-3 messages,false,no linked commit,,,,,2022-05-12
17428,d84b558fd67be10d5a718fb94231909d,20220307,2022-03-07,"BUG #17428: last_value incorrect for uninitialized sequence",6,3: 4-10 messages,false,no linked commit,,,,,2022-05-12
17431,8ee7e0831b464d914fd6b6e1970a66a0,20220309,2022-03-09,"BUG #17431: How to change postgres path to recognize pearl installation",1,1: no replies,false,no linked commit,,,,,2022-05-12
17432,9d8d1c2e784843f3135c7fb986cffa9b,20220310,2022-03-10,"BUG #17432: libraries are missing when installing postGIS in SLES15 SP3, some are part of SLES15 SP4 some not",1,1: no replies,false,no linked commit,,,,,2022-05-12
17434,ea246929448e90e7f331703e14c9c19b,20220311,2022-03-11,"BUG #17434: CREATE/DROP DATABASE can be executed in the same transaction with other commands",35,4: 11+ messages,true,linked to a fix commit,both,2022-07-26,137,4: within 6 months,2022-05-12
17435,a787b0934b409754b0dc43ee36ee003a,20220311,2022-03-11,"BUG #17435: ""add column if not exists"" always adds new FK on the column",2,2: 2-3 messages,false,no linked commit,,,,,2022-05-12
17436,ac7d726d534417062e6a1c46b3786724,20220312,2022-03-12,"BUG #17436: Initializing and starting with Dockerfile fails",4,3: 4-10 messages,false,no linked commit,,,,,2022-05-12
17437,50bb96fe6925fe9b4a821d4f2e160b9f,20220313,2022-03-13,"BUG #17437: time spent in JIT is also attributed to function scan",1,1: no replies,false,no linked commit,,,,,2022-05-12
17438,9045aa754028c172ecc33a5750b509fa,20220314,2022-03-14,"BUG #17438: Logical replication hangs on master after huge DB load",6,3: 4-10 messages,false,no linked commit,,,,,2022-05-12
17439,f19e3ceeab295049fc780547b3d56efe,20220315,2022-03-15,"BUG #17439: DROP FUNCTION functionName(); drops associated generated column without using CASCADE",9,3: 4-10 messages,true,linked to a fix commit,both,2022-03-21,6,2: within a week,2022-05-12
17440,9e5bd0de424c807f820b3340274de428,20220315,2022-03-15,"BUG #17440: not expected result from jsonb_path_query",2,2: 2-3 messages,false,no linked commit,,,,,2022-05-12
17441,1c059e708e67b90213f623548569604f,20220320,2022-03-20,"BUG #17441: shm_mq receive less data than the sender sends",3,2: 2-3 messages,false,no linked commit,,,,,2022-05-12
17442,eb2469d8fe2a9c8da543ac73f8076f38,20220320,2022-03-20,"BUG #17442: Wrong partition pruning when using prepared statement and huge RAM consumption",1,1: no replies,false,no linked commit,,,,,2022-05-12
17443,73467bd5a9698778b9a186c8e28df60f,20220321,2022-03-21,"BUG #17443: Select command does not use brin index when enable_seqscan = on",2,2: 2-3 messages,false,no linked commit,,,,,2022-05-12
17444,427d3e1d104120f0b006d35ab9e60f25,20220321,2022-03-21,"BUG #17444: ERROR: found xmin 215633 from before relfrozenxid 1280585",2,2: 2-3 messages,false,no linked commit,,,,,2022-05-12
17445,4fbca55ead9324b4300220d044132829,20220321,2022-03-21,"BUG #17445: ""ON CONFLICT"" has different behaviors when its param is passed with prepared stmt or hard coded",9,3: 4-10 messages,false,no linked commit,,,,,2022-05-12
17446,47e1ed60993b305a1336975ba9105abf,20220322,2022-03-22,"BUG #17446: Suggest updating the section title ""Building Indexes Concurrently""",3,2: 2-3 messages,false,no linked commit,,,,,2022-05-12
17447,7ed418e14959534d3ec6f193d15f8753,20220324,2022-03-24,"BUG #17447: uninstaller fails",2,2: 2-3 messages,false,no linked commit,,,,,2022-05-12
17448,2cc6319600bff880dceb9d85cc7e1799,20220325,2022-03-25,"BUG #17448: In Windows 10, version 1703 and later, huge_pages doesn't work.",27,4: 11+ messages,true,linked to a fix commit,discussion_link,2022-09-17,176,4: within 6 months,2022-05-12
17449,914d6b14feb64ae76b038553a4ee568d,20220325,2022-03-25,"BUG #17449: Disk space not released",8,3: 4-10 messages,false,no linked commit,,,,,2022-05-12
17450,9ec749c78bbf8fe281aecfa55439ee9a,20220328,2022-03-28,"BUG #17450: SUBSTRING function extracting lesser characters than specified",7,3: 4-10 messages,false,no linked commit,,,,,2022-05-12
17452,e221a081a1f7bfcfb248b9b9aa5ade32,20220331,2022-03-31,"BUG #17452: IN caluse behaves differently when there is one item comapred to when multiple",2,2: 2-3 messages,false,no linked commit,,,,,2022-05-12
17454,c7fcf3d24efbd86d865f421379dc19c1,20220402,2022-04-02,"BUG #17454: Using psql without ipv4 address,the inet_server_port do not return PORT.",8,3: 4-10 messages,false,no linked commit,,,,,2022-05-12
17456,03863918fed85b87491e4c72a14d4296,20220405,2022-04-05,"BUG #17456: pg_dump creates dump that does not fully respect operator schema location",3,2: 2-3 messages,false,no linked commit,,,,,2022-05-12
17457,ebf427b9a92fa25e61454b1cd060b287,20220406,2022-04-06,"BUG #17457: pg_rewind fatal failure when $PGDATA/log is a soft-link",1,1: no replies,false,no linked commit,,,,,2022-05-12
17462,51e5caec97c977e635166c251ce279a6,20220411,2022-04-11,"BUG #17462: Invalid memory access in heapam_tuple_lock",15,4: 11+ messages,true,linked to a fix commit,both,2022-04-13,2,2: within a week,2022-05-12
17464,fbdc7815a3ebf430b893973a539fe9d0,20220412,2022-04-12,"BUG #17464: Domain type. If the value field(CREATE DOMAIN) is set to null, errors cannot be intercepted.",3,2: 2-3 messages,false,no linked commit,,,,,2022-05-12
17465,6569e6239b1e16b53e39c78c432465d3,20220418,2022-04-18,"BUG #17465: Wrong error message while trying to change system column type.",2,2: 2-3 messages,true,linked to a fix commit,both,2022-04-18,0,1: same/next day,2022-05-12
17466,099b222121d39ebce195be38040aa856,20220419,2022-04-19,"BUG #17466: Is it possible to supplement the default compilation options of CFLAGS in configure file？",2,2: 2-3 messages,false,no linked commit,,,,,2022-05-12
17467,899b9fe2bc0b0ce8f4144e9623542b0a,20220421,2022-04-21,"BUG #17467: Perf degradation after switching to latest jdbc drivers",4,3: 4-10 messages,false,no linked commit,,,,,2022-05-12
17468,1e5ca447bd2e4a964a2db013bde678f6,20220425,2022-04-25,"BUG #17468: Ranking of search results: ts_rank_cd with normalization variant 4",5,3: 4-10 messages,false,no linked commit,,,,,2022-05-12
17469,eefe085cbc24257fbec2fd7ffdc721c2,20220428,2022-04-28,"BUG #17469: postgresql-11.service file not configured to match setup/initdb options specified",6,3: 4-10 messages,false,no linked commit,,,,,2022-05-12
17470,99fb9df6cadb3b737ed0c22557f11721,20220429,2022-04-29,"BUG #17470: Installation error",2,2: 2-3 messages,false,no linked commit,,,,,2022-05-12
17471,d9b7b939bdc09944d8ac6beac456a52f,20220429,2022-04-29,"BUG #17471: COMSPEC error",1,1: no replies,false,no linked commit,,,,,2022-05-12
17472,5641d03d9ab3dd97d90a5a727edc5c9a,20220429,2022-04-29,"BUG #17472: Jsonb[] operations not working",2,2: 2-3 messages,false,no linked commit,,,,,2022-05-12
17473,94c1f61db3c08e79a1601ce4b3c23a6d,20220429,2022-04-29,"BUG #17473: Custom range type with timestamp doesn't respect precision",3,2: 2-3 messages,false,no linked commit,,,,,2022-05-12
17474,cbdcde7a4746712714dea3f867dd890b,20220505,2022-05-05,"BUG #17474: Segmentation fault from INSERT ( JumbleExpr )",4,3: 4-10 messages,false,no linked commit,,,,,2022-05-12
17476,995d817ece40ba86206b6032aeabbd1f,20220508,2022-05-08,"BUG #17476: ERROR: ""variable not found in subplan target list"" when running SELECT COUNT(*)",12,4: 11+ messages,false,no linked commit,,,,,2022-05-12
17477,7a984a5f604eb2fcfedbb09ae1bf301d,20220509,2022-05-09,"BUG #17477: A crash bug in transformValuesClause()",9,3: 4-10 messages,true,linked to a fix commit,both,2022-05-09,0,1: same/next day,2022-08-11
17478,9ecb8e94b89a9f538fc142760d7adc31,20220509,2022-05-09,"BUG #17478: Missing documents in the index after CREATE INDEX CONCURRENTLY (but existing in the table)",5,3: 4-10 messages,false,no linked commit,,,,,2022-08-11
17479,8c31c51fe9e8014c78d3c7d7e214484c,20220510,2022-05-10,"BUG #17479: ""plan should not reference subplan's variable"" when calling `grouping` on result of subquery",6,3: 4-10 messages,true,linked to a fix commit,both,2022-05-12,2,2: within a week,2022-08-11
17480,7a984a5f604eb2fcfedbb09ae1bf301d,20220510,2022-05-10,"BUG #17480: Assertion failure in parse_relation.c",5,3: 4-10 messages,true,linked to a fix commit,discussion_link,2022-05-18,8,3: within a month,2022-08-11
