bug_number,reported_dt,subject,thread_message_cnt,is_acted_upon,linked_via,first_commit_dt,days_to_commit
17540,2022-07-05,"BUG #17540: Prepared statement: PG switches to a generic query plan which is consistently much slower",26,true,discussion_link,2024-01-23,567
17542,2022-07-09,"BUG #17542: tsquery returns incorrect results with nested, conjuncted followed-by operators",3,false,,,
17543,2022-07-09,"BUG #17543: CSVLOG malformed from disk space error",6,false,,,
17544,2022-07-10,"BUG #17544: Join order for INNER JOIN ... USING with GROUP BY on join column affects selected query plan",3,false,,,
17545,2022-07-11,"BUG #17545: Incorrect selectivity for IS NOT DISTINCT FROM and NULLs",3,false,,,
17546,2022-07-11,"BUG #17546: power() function - value is distorted via automatic type cast",4,false,,,
17548,2022-07-12,"BUG #17548: Aggregate queries on partitioned tables can cause OOM.",2,false,,,
17549,2022-07-13,"BUG #17549: wrong index scan plan with RLS",2,false,,,
17550,2022-07-14,"BUG #17550: inet type doesn't accept alternate notations of ipv4 addresses",4,false,,,
17552,2022-07-17,"BUG #17552: pg_stat_statements tracks internal FK check queries when COPY used to load data",9,true,both,2023-11-08,479
17553,2022-07-18,"BUG #17553: Unreleased file resources exist",1,false,,,
17554,2022-07-18,"BUG #17554: when i use rule on table which have serial column, the nextval exec twice.",2,false,,,
17555,2022-07-18,"BUG #17555: Missing rhel-9 repo",2,false,,,
17556,2022-07-22,"BUG #17556: ts_headline does not correctly find matches when separated by 4,999 words",3,false,,,
17557,2022-07-22,"BUG #17557: ts_headline will error with ""invalid memory alloc request size"" for large documents",2,false,,,
17558,2022-07-25,"BUG #17558: 15beta2: Endless loop with UNIQUE NULLS NOT DISTINCT and INSERT ... ON CONFLICT",5,true,both,2022-08-04,10
17559,2022-07-27,"BUG #17559: Inconsistent visibility in trigger function",1,false,,,
17560,2022-07-28,"BUG #17560: Planner can not find plan with lowest cost",5,false,,,
17561,2022-07-29,"BUG #17561: Server crashes on executing row() with very long argument list",14,true,both,2022-07-29,0
17562,2022-07-29,"BUG #17562: Strange behavior of to_tsquery() with a - character",1,false,,,
17563,2022-08-01,"BUG #17563: exception "" Segmentation fault"" occured when i executed 'reindex index concurrently' in pg12.0",3,false,,,
17564,2022-08-01,"BUG #17564: Planner bug in combination of generate_series(), unnest() and ORDER BY",18,true,both,2022-08-03,2
17565,2022-08-01,"BUG #17565: Extended query protocol incorrectly sets TBLOCK_STARTED even though multiple queries can be executed",2,false,,,
17567,2022-08-03,"BUG #17567: Unable to Set Max_Connection in Postgresql which has replicas",4,false,,,
17568,2022-08-03,"BUG #17568: unexpected zero page at block 0 during REINDEX CONCURRENTLY",5,false,,,
17569,2022-08-03,"BUG #17569: false negative / positive results when using <-> (followed by) and tsvector limit (16383) hit",1,false,,,
17570,2022-08-04,"BUG #17570: Unrecognized node type for query with statistics on expressions",10,true,both,2022-08-05,1
17571,2022-08-04,"BUG #17571: PostgreSQL 15b2 ICU collation defined at db level sorts differently in collate clause vs implicit",4,false,,,
17572,2022-08-04,"BUG #17572: Different behaviour in different versions of postgresql details as in email",2,false,,,
17573,2022-08-04,"BUG #17573: timestamptz casting precision goes down as the year goes up",2,false,,,
17574,2022-08-04,"BUG #17574: Attaching an invalid index to partition head make head index invalid forever",4,false,,,
17575,2022-08-05,"BUG #17575: row(NULL) IS NULL inconsistent with IS NOT DISTINCT FROM NULL",4,false,,,
17576,2022-08-05,"BUG #17576: Event_trigger ddl_command_end not firing during CREATE PROCEDURE",3,false,,,
17577,2022-08-05,"BUG #17577: pg_ctl promote is not preemptive in archive recovery",5,false,,,
17578,2022-08-05,"BUG #17578: undetected (on one side) deadlock with reindex CONCURRENTLY partitioned index vs drop index",2,false,,,
17579,2022-08-07,"BUG #17579: 15beta2: strange error when trying to use MERGE statement as a CTE",10,true,discussion_link,2022-08-12,5
17580,2022-08-10,"BUG #17580: use pg_terminate_backend to terminate a wal sender process may wait a long time",7,true,discussion_link,2022-08-23,13
17581,2022-08-11,"BUG #17581: DB Restriction Option Is Not Working",2,false,,,
17582,2022-08-11,"BUG #17582: Error: Package: gdal-libs-1.11.4-12.rhel7.x86_64 (@pgdg11)",2,false,,,
17583,2022-08-12,"BUG #17583: Server crashes on executing CROSS JOIN with very big number of tables",4,true,both,2022-08-13,1
17584,2022-08-12,"BUG #17584: SQL crashes PostgreSQL when using ICU collation",14,true,both,2022-08-14,2
17585,2022-08-12,"BUG #17585: Wrong path to the extension control file",4,false,,,
17586,2022-08-15,"BUG #17586: Look like there are an another bug in REINDEX INDEX CONCURRENTLY of pg_toast indexes",4,false,,,
17588,2022-08-15,"BUG #17588: RHEL 8 nothing provides libarmadillo.so.10 (64bit) needed by gdal-libs3x*",4,false,,,
17589,2022-08-17,"BUG #17589: Invalid read at array_positions",2,false,,,
17590,2022-08-19,"BUG #17590: [OPTIMIZER] DELETE never ends on a small table, found a workaround which makes it instant",2,false,,,
17591,2022-08-22,"BUG #17591: elog(ERROR) cause SharedSnapshotLock deadlock",3,false,,,
17593,2022-08-25,"BUG #17593: min key size 112 bits from FIPS SP800-131 requirement for HMAC-SHA raises exception in SCRAM-SHA-256",2,false,,,
17594,2022-08-25,"BUG #17594: conditional hash indexes size (hash index ignore WHERE condition during CREATE INDEX?)",4,false,,,
17596,2022-08-26,"BUG #17596: ""invalid attribute number 11"" when updating partitioned table with a MULTIEXPR_SUBLINK",2,true,discussion_link,2022-08-27,1
17598,2022-08-28,"BUG #17598: EXTENSION can no longer create it's own schema! (Create Schema IF NOT EXISTS XXX)",5,false,,,
17599,2022-08-29,"BUG #17599: After creating more than 10,000 roles, select becomes slow after role switching",1,false,,,
17600,2022-08-29,"BUG #17600: Not able to install PostgreSql in my laptop",1,false,,,
17601,2022-08-29,"BUG #17601: Problem running the post-install step. Installation may not complete correctly.",2,false,,,
17602,2022-08-30,"BUG #17602: Query backend process killed because it uses up all memory.",2,false,,,
17603,2022-09-02,"BUG #17603: Problem running the post-install step. Installation may not complete correctly.",5,false,,,
17604,2022-09-04,"BUG #17604: Constraints creation dialog column names do not refresh after changing names in the table",2,false,,,
17606,2022-09-05,"BUG #17606: There is still some glitch in 3f7323cbb fixing failure of MULTIEXPR_SUBLINK",8,false,,,
17607,2022-09-05,"BUG #17607: Server process crashes when PLpgSQL function raises error in subtransaction",5,true,both,2022-09-25,20
17610,2022-09-08,"BUG #17610: Use of multiple composite types incompatible with record-typed function parameter",6,true,both,2022-09-16,8
17611,2022-09-08,"BUG #17611: SJIS conversion rule about duplicated characters differ from Windows",6,false,,,
17612,2022-09-12,"BUG #17612: Error on your site",3,false,,,
17613,2022-09-12,"BUG #17613: in the postgresql 15beta4,there are lack of many extensions",4,false,,,
17614,2022-09-15,"BUG #17614: ""variable not found in subplan target lists"" on grouping query",2,false,,,
17615,2022-09-15,"BUG #17615: Getting error while inserting records in the table: invalid byte sequence for encoding ""UTF8"": 0xae",7,false,,,
17616,2022-09-16,"BUG #17616: Silently skipping to update data to the database with owner privileges using flyway scripts",2,false,,,
17618,2022-09-19,"BUG #17618: unnecessary filter column <> text even after adding index",21,true,both,2022-11-08,50
17619,2022-09-21,"BUG #17619: AllocSizeIsValid violation in parallel hash join",21,true,both,2023-01-26,127
17620,2022-09-22,"BUG #17620: JIT-Compiler causes Segmentation Fault",3,false,,,
17621,2022-09-22,"BUG #17621: PostgreSQL 15 Windows installer still downloads Beta 3",2,false,,,
17622,2022-09-26,"BUG #17622: a potential bug of NPD",1,false,,,
17623,2022-09-28,"BUG #17623: WHERE should be evaluated after FROM clause when operators may throw",5,false,,,
17624,2022-09-29,"BUG #17624: Creating database is non-ending execution.",4,false,,,
17625,2022-09-29,"BUG #17625: In PG15 PQsslAttribute returns different values than PG14 when SSL is not in use for the connection",14,true,both,2022-09-29,0
17626,2022-10-01,"BUG #17626: Permission denied errors should list role as well as user",6,false,,,
17629,2022-10-07,"BUG #17629: PostgreSQL repository not working on RHEL 8.6",1,false,,,
17630,2022-10-09,"BUG #17630: pg_dump error",3,false,,,
17631,2022-10-10,"BUG #17631: Prepare + Merge fails to identify parameter types",2,false,,,
17632,2022-10-11,"BUG #17632: a potential bug of memory leak",2,false,,,
17633,2022-10-11,"BUG #17633: Define rule on views which do insert to another relation trigger cache lookup failed error.",9,true,both,2022-10-11,0
17634,2022-10-11,"BUG #17634: Inconsistent view_definition in information_schema.views",3,false,,,
17635,2022-10-11,"BUG #17635: The behavior of quote_ident differs from what the doc specifies",2,false,,,
17636,2022-10-12,"BUG #17636: terminating connection because of crash of another server process",4,false,,,
17637,2022-10-13,"BUG #17637: case-when branches taken even if they dont match, raising errors",6,false,,,
17638,2022-10-13,"BUG #17638: Versioning Policy page appears incorrect",2,false,,,
17639,2022-10-13,"BUG #17639: Failed to download packages: python3-humanize-3.13.1-42.rhel8.noarch: Cannot download, all mirrors w",1,false,,,
17640,2022-10-14,"BUG #17640: fork off the requested timeline before the switchpoint.",2,false,,,
17641,2022-10-15,"BUG #17641: postgresql service persistently restarts because ""could not open shared memory segment""",4,false,,,
17644,2022-10-16,"BUG #17644: EXPLAIN VERBOSE fails on query with SEARCH BREADTH FIRST",2,true,both,2022-10-16,0
17645,2022-10-16,"BUG #17645: Strange queries that stuck in database system",2,false,,,
17646,2022-10-17,"BUG #17646: create rule named ""_RETURN"" will cause pg core",6,true,both,2022-10-17,0
17647,2022-10-17,"BUG #17647: 12.12 package has difference on ubuntu 18.04",6,false,,,
17649,2022-10-18,"BUG #17649: With libpg5 15.0 psql 10.22 uses HOME variable instead of uid and /etc/passwd to select .pgpass file",2,false,,,
17650,2022-10-18,"BUG #17650: For the sixth time, the clipping function in the 120 partition table planning stage fails",4,false,,,
17651,2022-10-19,"BUG #17651: Possible optimization for sort on not nullable field (indexed)",2,false,,,
17652,2022-10-19,"BUG #17652: Performance degradation after migrating from v13.4 to v14.4",13,false,,,
17653,2022-10-19,"BUG #17653: Bad handling of NUMERIC data type using ODBC driver version 13.2",1,false,,,
17655,2022-10-20,"BUG #17655: crash postgres by query",3,false,,,
17657,2022-10-20,"BUG #17657: Documentation links color",1,false,,,
17658,2022-10-20,"BUG #17658: Download release 15 without success",1,false,,,
17659,2022-10-21,"BUG #17659: error in rpmbuild when compiling psql",1,false,,,
17660,2022-10-22,"BUG #17660: JSONPATH issue using like_regex followed by the && operator",4,false,,,
17661,2022-10-22,"BUG #17661: Nothing provides 'libselinux.so.1(LIBSELINUX_1.0)(64bit)",1,false,,,
17662,2022-10-24,"BUG #17662: Error on UPDATE with ()",2,false,,,
17663,2022-10-26,"BUG #17663: Connect to the database through jdbc, call the stored procedure containing the rollback statement,",1,true,discussion_link,2022-11-01,6
17664,2022-10-26,"BUG #17664: The subsctring() function with the char() text type does not work correctly",2,false,,,
17665,2022-10-27,"BUG #17665: pg_stat_statements useless with variable number of parameters in IN close",2,false,,,
17666,2022-10-27,"BUG #17666: Unexpected shutdown",2,false,,,
17667,2022-10-27,"BUG #17667: to_char is used to collect statistics by week",2,false,,,
17668,2022-10-27,"BUG #17668: Query normalization generates multiple queryId:s for calls to the same procedure",6,false,,,
17669,2022-10-27,"BUG #17669: Invalid TOAST pointer in PL/pgSQL variable",3,false,,,
17670,2022-10-28,"BUG #17670: Logical Replication data may be lost on the subscription under certain scenarios",7,false,,,
17671,2022-10-31,"BUG #17671: Query returns unexpected result",3,false,,,
17672,2022-10-31,"BUG #17672: Wrong logic of Postgresql Resporitory Naming and mirroring incompatibility",3,false,,,
17673,2022-10-31,"BUG #17673: Regression tests failed with llvm 11+ when using address sanitizers",1,false,,,
17674,2022-11-02,"BUG #17674: undefined symbol: pg_fprintf",2,false,,,
17675,2022-11-02,"BUG #17675: pg_dump v15: Comments on constraints missing?",2,true,both,2022-11-02,0
17676,2022-11-03,"BUG #17676: Text comparison appears to be wrong",2,false,,,
17677,2022-11-04,"BUG #17677: pg_upgrade error 14.5->15.0",2,true,both,2022-11-04,0
17678,2022-11-04,"BUG #17678: Script exit code: 1332",1,false,,,
17679,2022-11-06,"BUG #17679: REFRESH MATERIALIZED VIEW CONCURRENTLY leaves temporary files?",2,true,both,2022-11-07,1
17680,2022-11-07,"BUG #17680: execute alter composite type and select composite type concurrently, may cause pg coredump",1,false,,,
17681,2022-11-09,"BUG #17681: Building the REL_12_13 source in Visual Studio 2013 fails.",5,true,both,2022-11-10,1
17682,2022-11-10,"BUG #17682: Warning: apt-key is deprecated. Manage keyring files in trusted.gpg.d instead (see apt-key(8))",1,false,,,
17683,2022-11-10,"BUG #17683: OAuth error: This email address is already attached to a different account",2,false,,,
17684,2022-11-11,"BUG #17684: pg_rewind ---could not receive data from WAL stream: ERROR: requested WAL segment 00000005000000000",2,false,,,
17685,2022-11-11,"BUG #17685: pg_rewind: error: unexpected result while fetching remote files: ERROR: could not open file "".s.PGS",1,false,,,
17686,2022-11-12,"BUG #17686: SELECT pg_advisory_lock(...) with low lock_timeout sometimes times out but the lock is acquired",5,false,,,
17687,2022-11-14,"BUG #17687: Session timezone change does not play well with prepared statements",2,false,,,
17688,2022-11-15,"BUG #17688: The Database Cluster Initialization Failed",1,false,,,
17689,2022-11-18,"BUG #17689: Two UPDATE operators in common table expressions (CTE) perform not as expected",5,false,,,
17690,2022-11-18,"BUG #17690: Nonresponsive client on replica can halt replication indefinitely",3,false,,,
17691,2022-11-19,"BUG #17691: Unexpected behaviour using ts_headline()",6,true,bug_ref,2023-01-19,61
17692,2022-11-21,"BUG #17692: Unable to connect to database after docker-compose",1,false,,,
17693,2022-11-23,"BUG #17693: Slow performance: Much slower queries on pg_stat_all_tables since 13.4",4,false,,,
17694,2022-11-23,"BUG #17694: In JSONPath expressions, characters between leading $ and dot appear to be ignored",7,false,,,
17695,2022-11-24,"BUG #17695: Failed Assert in logical replication snapbuild.",19,true,both,2023-07-04,222
17696,2022-11-24,"BUG #17696: Creation of deferrable initially deferred constraint breaks before transaction commit",9,false,,,
17698,2022-11-25,"BUG #17698: On SIGTERM, psql terminates, but leaves the statement running",5,false,,,
17699,2022-11-28,"BUG #17699: Outdated instructions for installing on Debian / Ubuntu systems",1,false,,,
17700,2022-11-28,"BUG #17700: An assert failed in prepjointree.c",10,true,both,2022-11-29,1
17701,2022-11-28,"BUG #17701: Certificate verification problem when using proxies to access the server",1,false,,,
17702,2022-11-29,"BUG #17702: An assert failed in parse_utilcmd.c",5,true,both,2022-11-29,0
